image_id,dataset_id,filename,relative_path,species,individual_id,station_id,deployment_id,timestamp,latitude,longitude,camera_id,sequence_id,source
56,ATRW_LILA_BC,003286.jpg,raw/individual_tiger/tiger_154/003286.jpg,Panthera tigris (Amur Tiger),tiger_154,ATRW_Zoo_Cam,ATRW_2019,,,,ATRW_CAM,,https://lila.science/datasets/amur-tiger-re-identification
57,ATRW_LILA_BC,004243.jpg,raw/tiger/004243.jpg,Panthera tigris (Amur Tiger),tiger_229,ATRW_Zoo_Cam,ATRW_2019,,,,ATRW_CAM,,https://lila.science/datasets/amur-tiger-re-identification
58,ATRW_LILA_BC,001530.jpg,raw/tiger/001530.jpg,Panthera tigris (Amur Tiger),tiger_228,ATRW_Zoo_Cam,ATRW_2019,,,,ATRW_CAM,,https://lila.science/datasets/amur-tiger-re-identification
59,ATRW_LILA_BC,000511.jpg,raw/tiger/000511.jpg,Panthera tigris (Amur Tiger),tiger_57,ATRW_Zoo_Cam,ATRW_2019,,,,ATRW_CAM,,https://lila.science/datasets/amur-tiger-re-identification
60,ATRW_LILA_BC,003971.jpg,raw/tiger/003971.jpg,Panthera tigris (Amur Tiger),tiger_168,ATRW_Zoo_Cam,ATRW_2019,,,,ATRW_CAM,,https://lila.science/datasets/amur-tiger-re-identification
61,ATRW_LILA_BC,003437.jpg,raw/individual_tiger/tiger_153/003437.jpg,Panthera tigris (Amur Tiger),tiger_153,ATRW_Zoo_Cam,ATRW_2019,,,,ATRW_CAM,,https://lila.science/datasets/amur-tiger-re-identification
62,ATRW_LILA_BC,001666.jpg,raw/tiger/001666.jpg,Panthera tigris (Amur Tiger),tiger_175,ATRW_Zoo_Cam,ATRW_2019,,,,ATRW_CAM,,https://lila.science/datasets/amur-tiger-re-identification
63,ATRW_LILA_BC,003915.jpg,raw/individual_tiger/tiger_154/003915.jpg,Panthera tigris (Amur Tiger),tiger_154,ATRW_Zoo_Cam,ATRW_2019,,,,ATRW_CAM,,https://lila.science/datasets/amur-tiger-re-identification
64,ATRW_LILA_BC,001339.jpg,raw/tiger/001339.jpg,Panthera tigris (Amur Tiger),tiger_240,ATRW_Zoo_Cam,ATRW_2019,,,,ATRW_CAM,,https://lila.science/datasets/amur-tiger-re-identification
65,ATRW_LILA_BC,000025.jpg,raw/tiger/000025.jpg,Panthera tigris (Amur Tiger),tiger_66,ATRW_Zoo_Cam,ATRW_2019,,,,ATRW_CAM,,https://lila.science/datasets/amur-tiger-re-identification
66,ATRW_LILA_BC,003339.jpg,raw/tiger/003339.jpg,Panthera tigris (Amur Tiger),tiger_82,ATRW_Zoo_Cam,ATRW_2019,,,,ATRW_CAM,,https://lila.science/datasets/amur-tiger-re-identification
67,ATRW_LILA_BC,003551.jpg,raw/tiger/003551.jpg,Panthera tigris (Amur Tiger),tiger_264,ATRW_Zoo_Cam,ATRW_2019,,,,ATRW_CAM,,https://lila.science/datasets/amur-tiger-re-identification
68,ATRW_LILA_BC,001934.jpg,raw/tiger/001934.jpg,Panthera tigris (Amur Tiger),tiger_267,ATRW_Zoo_Cam,ATRW_2019,,,,ATRW_CAM,,https://lila.science/datasets/amur-tiger-re-identification
69,ATRW_LILA_BC,002000.jpg,raw/tiger/002000.jpg,Panthera tigris (Amur Tiger),tiger_201,ATRW_Zoo_Cam,ATRW_2019,,,,ATRW_CAM,,https://lila.science/datasets/amur-tiger-re-identification
70,ATRW_LILA_BC,004851.jpg,raw/tiger/004851.jpg,Panthera tigris (Amur Tiger),tiger_247,ATRW_Zoo_Cam,ATRW_2019,,,,ATRW_CAM,,https://lila.science/datasets/amur-tiger-re-identification
71,ATRW_LILA_BC,003396.jpg,raw/tiger/003396.jpg,Panthera tigris (Amur Tiger),tiger_175,ATRW_Zoo_Cam,ATRW_2019,,,,ATRW_CAM,,https://lila.science/datasets/amur-tiger-re-identification
72,ATRW_LILA_BC,000762.jpg,raw/tiger/000762.jpg,Panthera tigris (Amur Tiger),tiger_108,ATRW_Zoo_Cam,ATRW_2019,,,,ATRW_CAM,,https://lila.science/datasets/amur-tiger-re-identification
73,ATRW_LILA_BC,002550.jpg,raw/tiger/002550.jpg,Panthera tigris (Amur Tiger),tiger_265,ATRW_Zoo_Cam,ATRW_2019,,,,ATRW_CAM,,https://lila.science/datasets/amur-tiger-re-identification
74,ATRW_LILA_BC,000279.jpg,raw/tiger/000279.jpg,Panthera tigris (Amur Tiger),tiger_181,ATRW_Zoo_Cam,ATRW_2019,,,,ATRW_CAM,,https://lila.science/datasets/amur-tiger-re-identification
75,ATRW_LILA_BC,002844.jpg,raw/tiger/002844.jpg,Panthera tigris (Amur Tiger),tiger_252,ATRW_Zoo_Cam,ATRW_2019,,,,ATRW_CAM,,https://lila.science/datasets/amur-tiger-re-identification
76,ATRW_LILA_BC,000396.jpg,raw/individual_tiger/tiger_153/000396.jpg,Panthera tigris (Amur Tiger),tiger_153,ATRW_Zoo_Cam,ATRW_2019,,,,ATRW_CAM,,https://lila.science/datasets/amur-tiger-re-identification
77,ATRW_LILA_BC,001852.jpg,raw/tiger/001852.jpg,Panthera tigris (Amur Tiger),tiger_108,ATRW_Zoo_Cam,ATRW_2019,,,,ATRW_CAM,,https://lila.science/datasets/amur-tiger-re-identification
78,ATRW_LILA_BC,000246.jpg,raw/tiger/000246.jpg,Panthera tigris (Amur Tiger),tiger_223,ATRW_Zoo_Cam,ATRW_2019,,,,ATRW_CAM,,https://lila.science/datasets/amur-tiger-re-identification
79,ATRW_LILA_BC,001520.jpg,raw/tiger/001520.jpg,Panthera tigris (Amur Tiger),tiger_6,ATRW_Zoo_Cam,ATRW_2019,,,,ATRW_CAM,,https://lila.science/datasets/amur-tiger-re-identification
80,ATRW_LILA_BC,003694.jpg,raw/tiger/003694.jpg,Panthera tigris (Amur Tiger),tiger_91,ATRW_Zoo_Cam,ATRW_2019,,,,ATRW_CAM,,https://lila.science/datasets/amur-tiger-re-identification
81,ATRW_LILA_BC,003543.jpg,raw/tiger/003543.jpg,Panthera tigris (Amur Tiger),tiger_249,ATRW_Zoo_Cam,ATRW_2019,,,,ATRW_CAM,,https://lila.science/datasets/amur-tiger-re-identification
82,ATRW_LILA_BC,001173.jpg,raw/tiger/001173.jpg,Panthera tigris (Amur Tiger),tiger_268,ATRW_Zoo_Cam,ATRW_2019,,,,ATRW_CAM,,https://lila.science/datasets/amur-tiger-re-identification
83,ATRW_LILA_BC,003863.jpg,raw/tiger/003863.jpg,Panthera tigris (Amur Tiger),tiger_40,ATRW_Zoo_Cam,ATRW_2019,,,,ATRW_CAM,,https://lila.science/datasets/amur-tiger-re-identification
84,ATRW_LILA_BC,000634.jpg,raw/tiger/000634.jpg,Panthera tigris (Amur Tiger),tiger_264,ATRW_Zoo_Cam,ATRW_2019,,,,ATRW_CAM,,https://lila.science/datasets/amur-tiger-re-identification
85,ATRW_LILA_BC,001184.jpg,raw/tiger/001184.jpg,Panthera tigris (Amur Tiger),tiger_42,ATRW_Zoo_Cam,ATRW_2019,,,,ATRW_CAM,,https://lila.science/datasets/amur-tiger-re-identification
86,ATRW_LILA_BC,003103.jpg,raw/tiger/003103.jpg,Panthera tigris (Amur Tiger),tiger_151,ATRW_Zoo_Cam,ATRW_2019,,,,ATRW_CAM,,https://lila.science/datasets/amur-tiger-re-identification
87,ATRW_LILA_BC,001659.jpg,raw/tiger/001659.jpg,Panthera tigris (Amur Tiger),tiger_54,ATRW_Zoo_Cam,ATRW_2019,,,,ATRW_CAM,,https://lila.science/datasets/amur-tiger-re-identification
88,ATRW_LILA_BC,001915.jpg,raw/tiger/001915.jpg,Panthera tigris (Amur Tiger),tiger_43,ATRW_Zoo_Cam,ATRW_2019,,,,ATRW_CAM,,https://lila.science/datasets/amur-tiger-re-identification
89,ATRW_LILA_BC,001384.jpg,raw/tiger/001384.jpg,Panthera tigris (Amur Tiger),tiger_43,ATRW_Zoo_Cam,ATRW_2019,,,,ATRW_CAM,,https://lila.science/datasets/amur-tiger-re-identification
90,ATRW_LILA_BC,004314.jpg,raw/tiger/004314.jpg,Panthera tigris (Amur Tiger),tiger_57,ATRW_Zoo_Cam,ATRW_2019,,,,ATRW_CAM,,https://lila.science/datasets/amur-tiger-re-identification
91,ATRW_LILA_BC,002568.jpg,raw/tiger/002568.jpg,Panthera tigris (Amur Tiger),tiger_106,ATRW_Zoo_Cam,ATRW_2019,,,,ATRW_CAM,,https://lila.science/datasets/amur-tiger-re-identification
92,ATRW_LILA_BC,004557.jpg,raw/tiger/004557.jpg,Panthera tigris (Amur Tiger),tiger_249,ATRW_Zoo_Cam,ATRW_2019,,,,ATRW_CAM,,https://lila.science/datasets/amur-tiger-re-identification
93,ATRW_LILA_BC,004975.jpg,raw/tiger/004975.jpg,Panthera tigris (Amur Tiger),tiger_109,ATRW_Zoo_Cam,ATRW_2019,,,,ATRW_CAM,,https://lila.science/datasets/amur-tiger-re-identification
94,ATRW_LILA_BC,004261.jpg,raw/tiger/004261.jpg,Panthera tigris (Amur Tiger),tiger_55,ATRW_Zoo_Cam,ATRW_2019,,,,ATRW_CAM,,https://lila.science/datasets/amur-tiger-re-identification
95,ATRW_LILA_BC,002009.jpg,raw/individual_tiger/tiger_153/002009.jpg,Panthera tigris (Amur Tiger),tiger_153,ATRW_Zoo_Cam,ATRW_2019,,,,ATRW_CAM,,https://lila.science/datasets/amur-tiger-re-identification
96,ATRW_LILA_BC,004165.jpg,raw/tiger/004165.jpg,Panthera tigris (Amur Tiger),tiger_196,ATRW_Zoo_Cam,ATRW_2019,,,,ATRW_CAM,,https://lila.science/datasets/amur-tiger-re-identification
97,ATRW_LILA_BC,002959.jpg,raw/tiger/002959.jpg,Panthera tigris (Amur Tiger),tiger_217,ATRW_Zoo_Cam,ATRW_2019,,,,ATRW_CAM,,https://lila.science/datasets/amur-tiger-re-identification
98,ATRW_LILA_BC,001477.jpg,raw/tiger/001477.jpg,Panthera tigris (Amur Tiger),tiger_100,ATRW_Zoo_Cam,ATRW_2019,,,,ATRW_CAM,,https://lila.science/datasets/amur-tiger-re-identification
99,ATRW_LILA_BC,000232.jpg,raw/individual_tiger/tiger_160/000232.jpg,Panthera tigris (Amur Tiger),tiger_160,ATRW_Zoo_Cam,ATRW_2019,,,,ATRW_CAM,,https://lila.science/datasets/amur-tiger-re-identification
100,ATRW_LILA_BC,000024.jpg,raw/tiger/000024.jpg,Panthera tigris (Amur Tiger),tiger_91,ATRW_Zoo_Cam,ATRW_2019,,,,ATRW_CAM,,https://lila.science/datasets/amur-tiger-re-identification
101,ATRW_LILA_BC,003265.jpg,raw/tiger/003265.jpg,Panthera tigris (Amur Tiger),tiger_168,ATRW_Zoo_Cam,ATRW_2019,,,,ATRW_CAM,,https://lila.science/datasets/amur-tiger-re-identification
102,ATRW_LILA_BC,000713.jpg,raw/tiger/000713.jpg,Panthera tigris (Amur Tiger),tiger_237,ATRW_Zoo_Cam,ATRW_2019,,,,ATRW_CAM,,https://lila.science/datasets/amur-tiger-re-identification
103,ATRW_LILA_BC,004904.jpg,raw/tiger/004904.jpg,Panthera tigris (Amur Tiger),tiger_237,ATRW_Zoo_Cam,ATRW_2019,,,,ATRW_CAM,,https://lila.science/datasets/amur-tiger-re-identification
104,ATRW_LILA_BC,002883.jpg,raw/tiger/002883.jpg,Panthera tigris (Amur Tiger),tiger_264,ATRW_Zoo_Cam,ATRW_2019,,,,ATRW_CAM,,https://lila.science/datasets/amur-tiger-re-identification
105,ATRW_LILA_BC,001879.jpg,raw/tiger/001879.jpg,Panthera tigris (Amur Tiger),tiger_40,ATRW_Zoo_Cam,ATRW_2019,,,,ATRW_CAM,,https://lila.science/datasets/amur-tiger-re-identification
106,ATRW_LILA_BC,002064.jpg,raw/tiger/002064.jpg,Panthera tigris (Amur Tiger),tiger_12,ATRW_Zoo_Cam,ATRW_2019,,,,ATRW_CAM,,https://lila.science/datasets/amur-tiger-re-identification
107,ATRW_LILA_BC,001176.jpg,raw/tiger/001176.jpg,Panthera tigris (Amur Tiger),tiger_252,ATRW_Zoo_Cam,ATRW_2019,,,,ATRW_CAM,,https://lila.science/datasets/amur-tiger-re-identification
108,ATRW_LILA_BC,001205.jpg,raw/individual_tiger/tiger_246/001205.jpg,Panthera tigris (Amur Tiger),tiger_246,ATRW_Zoo_Cam,ATRW_2019,,,,ATRW_CAM,,https://lila.science/datasets/amur-tiger-re-identification
109,ATRW_LILA_BC,004883.jpg,raw/tiger/004883.jpg,Panthera tigris (Amur Tiger),tiger_267,ATRW_Zoo_Cam,ATRW_2019,,,,ATRW_CAM,,https://lila.science/datasets/amur-tiger-re-identification
110,ATRW_LILA_BC,004768.jpg,raw/tiger/004768.jpg,Panthera tigris (Amur Tiger),tiger_267,ATRW_Zoo_Cam,ATRW_2019,,,,ATRW_CAM,,https://lila.science/datasets/amur-tiger-re-identification
111,ATRW_LILA_BC,000227.jpg,raw/tiger/000227.jpg,Panthera tigris (Amur Tiger),tiger_261,ATRW_Zoo_Cam,ATRW_2019,,,,ATRW_CAM,,https://lila.science/datasets/amur-tiger-re-identification
112,ATRW_LILA_BC,000816.jpg,raw/tiger/000816.jpg,Panthera tigris (Amur Tiger),tiger_259,ATRW_Zoo_Cam,ATRW_2019,,,,ATRW_CAM,,https://lila.science/datasets/amur-tiger-re-identification
113,ATRW_LILA_BC,004526.jpg,raw/tiger/004526.jpg,Panthera tigris (Amur Tiger),tiger_261,ATRW_Zoo_Cam,ATRW_2019,,,,ATRW_CAM,,https://lila.science/datasets/amur-tiger-re-identification
114,ATRW_LILA_BC,004816.jpg,raw/tiger/004816.jpg,Panthera tigris (Amur Tiger),tiger_264,ATRW_Zoo_Cam,ATRW_2019,,,,ATRW_CAM,,https://lila.science/datasets/amur-tiger-re-identification
115,ATRW_LILA_BC,001539.jpg,raw/individual_tiger/tiger_160/001539.jpg,Panthera tigris (Amur Tiger),tiger_160,ATRW_Zoo_Cam,ATRW_2019,,,,ATRW_CAM,,https://lila.science/datasets/amur-tiger-re-identification
116,ATRW_LILA_BC,001652.jpg,raw/tiger/001652.jpg,Panthera tigris (Amur Tiger),tiger_60,ATRW_Zoo_Cam,ATRW_2019,,,,ATRW_CAM,,https://lila.science/datasets/amur-tiger-re-identification
117,ATRW_LILA_BC,000947.jpg,raw/tiger/000947.jpg,Panthera tigris (Amur Tiger),tiger_78,ATRW_Zoo_Cam,ATRW_2019,,,,ATRW_CAM,,https://lila.science/datasets/amur-tiger-re-identification
118,ATRW_LILA_BC,002854.jpg,raw/tiger/002854.jpg,Panthera tigris (Amur Tiger),tiger_265,ATRW_Zoo_Cam,ATRW_2019,,,,ATRW_CAM,,https://lila.science/datasets/amur-tiger-re-identification
119,ATRW_LILA_BC,003957.jpg,raw/tiger/003957.jpg,Panthera tigris (Amur Tiger),tiger_178,ATRW_Zoo_Cam,ATRW_2019,,,,ATRW_CAM,,https://lila.science/datasets/amur-tiger-re-identification
